label,chrF++,size
xx-afr_Latn,32.41629416507414,1770414
xx-amh_Ethi,15.605359100183463,291570
xx-arb_Arab,24.221504593077626,92455378
xx-azj_Latn,25.026706974796703,7179300
xx-bel_Cyrl,23.2317439389295,2156584
xx-bul_Cyrl,30.62358089772122,32555640
xx-ben_Beng,24.01125154556621,15183514
xx-cat_Latn,30.73490196494349,19438615
xx-ceb_Latn,34.68842375761227,415208
xx-ces_Latn,24.78370320231147,82262078
xx-cym_Latn,28.591649930053556,1066595
xx-dan_Latn,30.601774081557693,36884558
xx-deu_Latn,30.29015198233976,545956997
xx-ell_Grek,25.531713266268635,68739380
xx-eng_Latn,34.839635511490606,3928733379
xx-epo_Latn,32.549376900423646,560151
xx-spa_Latn,29.47292182593448,591272119
xx-est_Latn,28.331797553329658,10401882
xx-eus_Latn,29.238385169665527,2077113
xx-pes_Arab,26.85691552146604,81252911
xx-fin_Latn,27.885933556466316,36807562
xx-tgl_Latn,35.98122167333243,2331209
xx-fra_Latn,31.700111443815405,454229019
xx-gle_Latn,28.008413518815072,611457
xx-gla_Latn,27.59840404360963,201237
xx-glg_Latn,29.7869693144441,3762255
xx-guj_Gujr,24.645894123855744,1292191
xx-hau_Latn,28.48337360910729,363002
xx-hin_Deva,26.352816612238104,26946979
xx-hat_Latn,28.642412924146925,232354
xx-hun_Latn,26.442939835537832,56645732
xx-hye_Armn,27.722692952342133,3873029
xx-ind_Latn,34.1794056977244,19423746
xx-ibo_Latn,23.47243469033676,110582
xx-isl_Latn,24.36863779115542,3139312
xx-ita_Latn,28.50351452042738,267686115
xx-heb_Hebr,24.12465403078628,17607812
xx-jpn_Jpan,13.921240036919066,85461924
xx-jav_Latn,30.37691859845068,218969
xx-kat_Geor,26.914944478231185,3726808
xx-kaz_Cyrl,27.50904350749652,3421165
xx-khm_Khmr,23.450573649224246,1384128
xx-kan_Knda,26.583180580165934,1916445
xx-kor_Hang,14.073568242008784,24035493
xx-kmr_Latn,24.40105133804683,399027
xx-kir_Cyrl,24.69927849559312,1198504
xx-ltz_Latn,27.874429374067734,850921
xx-lao_Laoo,27.99594757124668,302612
xx-lit_Latn,27.240885357421675,18234466
xx-lvs_Latn,27.88425917354989,9882376
xx-plt_Latn,33.32818622752036,263321
xx-mri_Latn,31.85381668721921,148146
xx-mkd_Cyrl,29.645767510564937,3599707
xx-mal_Mlym,26.22393726441932,3604562
xx-khk_Cyrl,25.36530083606552,2947312
xx-mar_Deva,23.93237521929996,4555599
xx-zsm_Latn,34.138696340679765,4688036
xx-mlt_Latn,27.06592963434205,1109191
xx-mya_Mymr,27.173611562997856,1248242
xx-npi_Deva,25.11933071980144,4679412
xx-nld_Latn,29.06327642221636,136379427
xx-nob_Latn,28.85640481344956,30644684
xx-nya_Latn,27.71158003584049,114952
xx-pan_Guru,23.90213958103388,729394
xx-pol_Latn,24.875625132082405,178690573
xx-por_Latn,30.964635870862637,246401954
xx-ron_Latn,29.80021454852142,66499899
xx-rus_Cyrl,27.22319273433396,1014646036
xx-snd_Arab,23.201434800265496,210835
xx-sin_Sinh,23.35317495872657,846125
xx-slk_Latn,25.585501064307337,26721250
xx-slv_Latn,27.170210157755147,12381886
xx-smo_Latn,34.900665922092635,102125
xx-sna_Latn,25.876649691476228,124984
xx-som_Latn,25.116120568100666,1168106
xx-als_Latn,30.287200417969085,7023573
xx-srp_Cyrl,27.61630325418909,4775217
xx-sot_Latn,30.44261778714544,99970
xx-sun_Latn,28.93749498445286,153302
xx-swe_Latn,30.0219967652848,63308307
xx-swh_Latn,31.48815475881557,1279408
xx-tam_Taml,29.03546439232101,5769533
xx-tel_Telu,25.606301585550074,2034828
xx-tgk_Cyrl,27.20115988301971,1563304
xx-tha_Thai,25.24729291941105,28021205
xx-tur_Latn,27.8815619277485,132662955
xx-ukr_Cyrl,26.227338053123205,56159593
xx-urd_Arab,25.13038761675217,3432478
xx-uzn_Latn,28.668435247197948,1183603
xx-vie_Latn,28.316275951141492,132667573
xx-xho_Latn,24.86664681633707,122232
xx-ydd_Hebr,28.96024320453853,173510
xx-yor_Latn,14.762039030598665,86686
xx-zho_Hant,10.300268318942608,215327817
xx-zul_Latn,26.909424003802595,261239
