label,chrF++
xx-tel_Telu,23.841939872276267
xx-tgk_Cyrl,24.935506589874638
xx-tgl_Latn,33.47982291267535
xx-tha_Thai,23.72939910625716
xx-tir_Ethi,8.596282306853807
xx-tpi_Latn,30.04800200656814
xx-tsn_Latn,25.116651820942998
xx-tso_Latn,16.643331651236295
xx-tuk_Latn,9.907475301203366
xx-tum_Latn,20.257100085521294
xx-tur_Latn,25.844718292850192
xx-twi_Latn,11.790961088094862
xx-tzm_Tfng,14.046774445676258
xx-uig_Arab,8.723968147413528
xx-ukr_Cyrl,25.52767150268246
xx-umb_Latn,11.033703108827266
xx-urd_Arab,23.4531189287824
xx-uzn_Latn,25.428856443913823
xx-vec_Latn,23.630282346041206
xx-vie_Latn,24.38512524669352
xx-war_Latn,32.31506878014096
xx-wol_Latn,4.9016939450386126
xx-xho_Latn,22.41790809252132
xx-ydd_Hebr,26.751607354369973
xx-yor_Latn,7.820957374687658
xx-yue_Hant,9.115125408346557
xx-zho_Hans,9.835885184302844
xx-zho_Hant,9.468598413213591
xx-zsm_Latn,32.25852846613142
xx-zul_Latn,23.648480806326695
