label,chrF++_baseline,chrF++_scaffold,chrF++_packed
in-in,33.153717970218494,32.950288555994824,30.53652931888111
in-out,19.31965919020126,24.64533834742432,22.31234144978438
out-in,27.284319209001133,26.00353877352012,25.47402398371961
out-out,16.948503993176185,20.488314031447157,19.54547490896808
xx-yy,23.09248711080724,25.01785094752673,23.48896409426252
avg,23.207068373024537,25.12549965849664,23.567702782668125
